,Rating Cycle 2 Total Health Score,Rating Cycle 2 Health Revisit Score,mds_quality_code_454,Registered Nurse turnover,severity_code_K,deficiency_tag_757,provider_resides_in_hospital,deficiency_tag_804,Rating Cycle 3 Total Number of Health Deficiencies,ownership_government_state,staffing_rating_5,deficiency_tag_695,Rating Cycle 3 Health Deficiency Score,long_stay_quality_rating_5,staffing_rating_1,quality_rating_1,severity_code_I,severity_code_F,council_resident_and_family,mds_quality_code_419,claims_quality_code_551,avg_daily_residents_per_bed_ratio,Rating Cycle 2 Total Number of Health Deficiencies,ownership_non_profit_church,provider_medicare,months_since_approval,provider_medicare_and_medicaid,Rating Cycle 2 Number of Standard Health Deficiencies,severity_code_B,deficiency_tag_677,short_stay_quality_rating_5,deficiency_tag_585,ownership_for_profit_corporation,deficiency_tag_726,ownership_for_profit_partnership,deficiency_tag_803,quality_rating_4,deficiency_tag_755,deficiency_tag_921,deficiency_tag_880,deficiency_tag_625,deficiency_tag_550,mds_quality_code_404,Number of Substantiated Complaints,continuing_care_retirement_community,mds_quality_code_434,deficiency_tag_883,severity_code_H,Rating Cycle 1 Health Revisit Score,Rating Cycle 3 Number of Complaint Health Deficiencies,most_recent_health_inspection_2plus_years_ago,severity_code_L,deficiency_tag_908,health_inspection_rating_2,quality_rating_2,council_resident,deficiency_tag_656,five_star_rating_4,deficiency_tag_583,deficiency_tag_690,five_star_rating_2,deficiency_tag_600,health_inspection_rating_3,quality_rating_5,short_stay_quality_rating_1,deficiency_tag_641,deficiency_tag_727,deficiency_tag_732,deficiency_tag_760,deficiency_tag_697,deficiency_tag_582,claims_quality_code_552,Rating Cycle 1 Number of Health Revisits,deficiency_tag_610,ownership_government_county,mds_quality_code_406,mds_quality_code_479,Rating Cycle 2 Number of Health Revisits,Number of Facility Reported Incidents,Number of Certified Beds,special_focus_status_sff_candidate,long_stay_quality_rating_4,Rating Cycle 3 Health Revisit Score,deficiency_tag_925,mds_quality_code_410,Total Amount of Fines in Dollars,Rating Cycle 1 Health Deficiency Score,staffing_rating_3,ownership_government_city_county,deficiency_tag_761,deficiency_tag_655,Average Number of Residents per Day,Total Number of Penalties,short_stay_quality_rating_3,severity_code_J,deficiency_tag_561,deficiency_tag_657,mds_quality_code_407,Number of Fines,mds_quality_code_452,deficiency_tag_584,mds_quality_code_480,mds_quality_code_430,deficiency_tag_756,deficiency_tag_919,health_inspection_rating_4,quality_rating_3,deficiency_tag_645,deficiency_tag_689,deficiency_tag_842,mds_quality_code_401,dollars_per_fine_count,five_star_rating_5,ownership_government_city,Rating Cycle 2 Number of Complaint Health Deficiencies,Number of Citations from Infection Control Inspections,deficiency_tag_580,severity_code_D,mds_quality_code_415,severity_code_C,long_stay_quality_rating_2,long_stay_quality_rating_1,special_focus_status_sff,provider_changed_ownership_last_12_months,Rating Cycle 1 Total Health Score,claims_quality_code_521,deficiency_tag_558,deficiency_tag_658,short_stay_quality_rating_4,health_inspection_rating_5,Rating Cycle 2 Health Deficiency Score,deficiency_tag_686,ownership_for_profit_llc,abuse_icon,ownership_non_profit_corporation,Number of Payment Denials,sprinklers_in_required_areas_partial,deficiency_tag_693,deficiency_tag_812,deficiency_tag_644,deficiency_tag_607,long_stay_quality_rating_3,severity_code_G,deficiency_tag_609,provider_medicaid,ownership_government_hospital_district,severity_code_E,deficiency_tag_636,five_star_rating_1,council_family,short_stay_quality_rating_2,ownership_non_profit_other,deficiency_tag_758,deficiency_tag_759,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,deficiency_tag_676,health_inspection_rating_1,Total nursing staff turnover,ownership_for_profit_individual,deficiency_tag_867,deficiency_tag_814,deficiency_tag_679,staffing_rating_4,deficiency_tag_725,deficiency_tag_692,deficiency_tag_623,deficiency_tag_700,Rating Cycle 1 Number of Standard Health Deficiencies,deficiency_tag_698,mds_quality_code_409,Rating Cycle 3 Number of Health Revisits,mds_quality_code_472,deficiency_tag_881,mds_quality_code_408,claims_quality_code_522,sprinklers_in_required_areas,five_star_rating_3,ownership_government_federal,deficiency_tag_806,deficiency_tag_578,Rating Cycle 1 Total Number of Health Deficiencies,Number of administrators who have left the nursing home,deficiency_tag_688,mds_quality_code_451,Rating Cycle 3 Total Health Score,deficiency_tag_554,staffing_rating_2,deficiency_tag_604,deficiency_tag_684,prediction,Lower_Staffing
8653,8.0,0.0,100.0,66.7,0.0,0.0,0,0.0,1.0,0,0,0.0,8.0,1,0,0,0.0,1.0,0,11.504425,,0.9456521739130435,2.0,0,0,662,1,2.0,0.0,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,6.140351,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.87645,0.618558,1.0,0,46,0,0,0.0,0.0,0.0,3250.0,16.0,0,0,1.0,0.0,43.5,1,0,0.0,0.0,0.0,0.0,1,19.130435,0.0,18.379183,98.884758,0.0,0.0,0,0,0.0,0.0,0.0,9.638554,3250.0,1,0,0.0,0.0,0.0,2.0,100.0,0.0,0,0,0,0,16.0,28.139271,0.0,0.0,1,1,8.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,36.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,98.880597,0.0,8.088235,12.164954,1,0,0,0.0,0.0,1.0,1.0,0.0,7.519278,8.0,0.0,1,0.0,0.0,1,0
6211,82.0,0.0,,58.6,0.0,1.0,0,0.0,1.0,0,0,0.0,4.0,0,0,0,0.0,1.0,1,,,0.912,6.0,0,0,119,1,5.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,,0,0,0.402576,1.0,0.0,0.0,1.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,,,1.0,0,50,0,0,0.0,0.0,,9314.5,40.0,0,0,0.0,1.0,45.6,2,0,1.0,0.0,0.0,,1,,0.0,,97.580157,0.0,0.0,0,0,0.0,1.0,0.0,,9314.5,0,0,1.0,,2.0,13.0,,0.0,0,0,0,0,40.0,28.900814,0.0,0.0,1,0,82.0,0.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,58.7,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,9.0,1.0,,0.0,87.975831,0.0,,12.610662,1,1,0,0.0,1.0,9.0,2.0,0.0,,4.0,1.0,0,0.0,2.0,1,0
7787,36.0,0.0,96.302251,52.2,0.0,0.0,0,1.0,6.0,0,0,0.0,24.0,0,0,0,0.0,0.0,0,20.183486,1.826489,0.8584999999999999,9.0,0,0,625,1,9.0,0.0,1.0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,2.0,0.0,2.0,6.854839,7,0,4.0,0.0,0.0,0.0,3.0,1,0.0,0.0,1,1,1,0.0,0,0.0,0.0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.226505,1.0,0.0,0,0.164524,9.377402,1.0,1,200,0,0,0.0,2.0,2.618658,986.7,28.0,0,0,1.0,0.0,171.7,1,0,0.0,1.0,0.0,0.332226,1,24.05892,2.0,29.07431,76.07362,0.0,0.0,0,0,0.0,2.0,0.0,21.232877,986.7,0,0,0.0,,0.0,20.0,89.198036,0.0,0,0,0,0,28.0,22.458862,0.0,0.0,0,0,36.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,3.0,1.0,0.0,0,56.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,80.375783,0.0,6.398537,7.990742,1,0,0,0.0,0.0,6.0,1.0,0.0,18.77307,24.0,1.0,1,1.0,1.0,1,0
4392,20.0,0.0,100.0,14.3,0.0,0.0,1,0.0,11.0,0,1,1.0,275.0,0,0,0,0.0,8.0,0,18.072289,1.098554,0.976,4.0,0,0,536,0,4.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,2.0,2.0,0.0,2,0,,0.0,0.0,0.0,4.0,0,1.0,1.0,1,1,1,1.0,0,0.0,0.0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.59476,1.0,0.0,1,4.709366,0.94881,1.0,0,25,0,0,0.0,0.0,0.0,0.0,80.0,0,0,1.0,0.0,24.4,1,0,0.0,0.0,3.0,3.614458,0,9.638554,1.0,16.752721,,0.0,0.0,0,0,0.0,2.0,0.0,36.363636,0.0,0,0,0.0,0.0,0.0,16.0,68.674699,0.0,1,0,0,0,80.0,,0.0,0.0,0,0,20.0,0.0,0,0,0,1,0,0.0,2.0,0.0,0.0,0,0.0,0.0,1,0,1.0,0.0,0,0,0,0,1.0,0.0,7.0,0.0,0.0,0,46.2,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,,1.0,0.0,,1,1,0,0.0,0.0,11.0,,0.0,24.954711,275.0,0.0,0,0.0,0.0,1,0
1142,160.0,0.0,83.035714,16.7,0.0,0.0,0,0.0,20.0,0,0,0.0,112.0,0,0,0,0.0,0.0,0,10.9375,3.793105,0.7422818791946308,21.0,0,0,598,1,19.0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.068063,9,0,,0.0,0.0,0.0,5.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.656091,1.0,0.0,0,3.229698,3.952088,1.0,14,149,0,0,0.0,0.0,3.72093,157084.77,259.0,0,0,0.0,0.0,110.6,3,0,0.0,0.0,0.0,1.27551,2,15.238095,0.0,8.770646,41.911765,0.0,0.0,0,0,0.0,0.0,0.0,24.444444,78542.385,0,0,2.0,,0.0,0.0,93.72093,0.0,0,0,0,0,259.0,14.759298,0.0,0.0,0,0,160.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,15.0,12.0,0.0,1,28.6,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,17.0,0.0,1.162791,1.0,23.076923,0.0,0.771208,4.203519,1,0,0,0.0,0.0,28.0,0.0,0.0,20.946848,112.0,0.0,0,0.0,0.0,1,0
12552,148.0,0.0,97.709924,50.0,0.0,0.0,0,0.0,20.0,0,0,4.0,128.0,1,0,0,0.0,0.0,0,9.495549,2.377635,0.9578512396694215,29.0,0,0,411,1,10.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1.0,5.0,1.0,6.0,5.263158,46,0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,1,0,1,1.0,0,2.0,0.0,1,3.0,0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,1.750685,1.0,0.0,0,0.49798,9.088382,1.0,7,121,0,0,0.0,1.0,0.555556,0.0,112.0,0,0,4.0,0.0,115.9,0,1,0.0,1.0,1.0,0.854701,0,13.390313,1.0,7.429784,86.885246,0.0,1.0,0,0,0.0,1.0,1.0,4.522613,0.0,0,0,21.0,0.0,2.0,53.0,99.166667,0.0,0,0,0,0,112.0,25.732952,0.0,5.0,0,0,148.0,3.0,1,1,0,0,0,1.0,2.0,0.0,1.0,0,2.0,2.0,0,0,17.0,0.0,0,0,0,0,0.0,1.0,5.0,7.0,0.0,0,52.1,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,85.652643,0.0,0.0,18.816823,1,0,0,0.0,0.0,23.0,1.0,1.0,8.494133,128.0,0.0,1,0.0,5.0,1,0
7947,0.0,0.0,96.513471,38.2,0.0,0.0,0,0.0,10.0,0,0,0.0,60.0,1,0,0,0.0,0.0,0,9.134615,1.945976,0.9688524590163935,0.0,0,0,566,1,0.0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,5.904059,5,0,0.506329,1.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,2.0,0,0.0,2.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.552593,1.0,0.0,0,0.566995,10.568798,0.0,0,183,0,0,0.0,0.0,0.34904,36299.25,104.0,1,0,1.0,0.0,177.3,1,0,0.0,0.0,2.0,0.713012,1,8.66426,0.0,14.385297,70.321637,0.0,0.0,0,0,0.0,0.0,1.0,3.439153,36299.25,0,0,0.0,,1.0,15.0,99.82548,0.0,0,0,0,0,104.0,24.391767,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,8.0,0.0,1,0,1,0,0.0,1.0,10.0,8.0,0.0,1,28.4,0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,70.833333,0.0,16.829746,12.508544,1,0,0,0.0,1.0,14.0,0.0,1.0,2.047947,60.0,0.0,0,0.0,1.0,1,0
10844,0.0,0.0,87.735849,53.3,0.0,0.0,0,0.0,6.0,0,0,0.0,36.0,0,0,0,0.0,0.0,1,6.077348,1.262183,0.6933333333333334,0.0,0,0,525,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.075269,0,0,0.506329,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.908351,1.0,0.0,0,0.72088,13.775431,0.0,0,120,0,1,0.0,0.0,1.015228,0.0,20.0,0,0,1.0,0.0,83.2,0,0,0.0,0.0,0.0,0.0,0,16.062176,0.0,16.552108,61.139028,0.0,0.0,0,0,0.0,0.0,0.0,23.770492,0.0,0,0,0.0,,0.0,6.0,64.974619,0.0,0,0,0,0,20.0,32.058923,0.0,1.0,1,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4.0,0.0,0,0,0,0,0.0,1.0,6.0,0.0,0.0,0,59.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,64.609375,0.0,0.568182,9.678445,1,1,0,0.0,0.0,4.0,1.0,0.0,38.042481,36.0,0.0,1,0.0,0.0,1,0
2320,80.0,0.0,97.383721,62.5,0.0,0.0,0,0.0,11.0,0,0,2.0,64.0,0,1,0,0.0,1.0,0,11.678832,2.246275,0.937,13.0,0,0,431,1,11.0,0.0,2.0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,3.053435,8,0,5.555556,0.0,0.0,0.0,4.0,0,0.0,0.0,1,1,1,3.0,0,0.0,0.0,0,1.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,3.153296,1.0,0.0,0,2.018571,7.694473,1.0,0,100,0,0,0.0,0.0,3.908795,39890.9,36.0,0,0,2.0,0.0,93.7,9,0,0.0,0.0,1.0,2.721088,9,13.454545,1.0,19.407333,63.366337,0.0,0.0,0,0,0.0,0.0,0.0,11.60221,4432.322222222222,0,0,7.0,0.0,1.0,22.0,96.742671,0.0,1,0,0,0,36.0,25.05277,0.0,0.0,0,0,80.0,0.0,1,0,0,0,0,1.0,1.0,0.0,1.0,0,1.0,1.0,0,0,7.0,0.0,1,0,0,0,1.0,1.0,7.0,2.0,0.0,0,46.1,0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,70.049505,1.0,3.296703,11.042657,1,0,0,0.0,0.0,7.0,0.0,2.0,15.917635,64.0,0.0,0,0.0,1.0,1,0
530,72.0,0.0,95.679012,50.0,0.0,0.0,0,0.0,30.0,0,0,0.0,493.0,0,0,0,0.0,0.0,0,22.264151,1.576266,1.0410958904109588,9.0,0,0,180,1,7.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.394191,11,0,2.020202,0.0,0.0,0.0,18.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.847207,1.0,0.0,0,0.281021,7.707008,1.0,0,73,0,1,0.0,0.0,2.749141,76548.25,44.0,0,0,0.0,0.0,76.0,3,0,0.0,0.0,0.0,0.0,2,9.349593,0.0,17.191268,38.565022,0.0,0.0,0,1,0.0,0.0,0.0,8.284024,38274.125,0,0,2.0,,0.0,0.0,73.539519,0.0,0,0,0,0,44.0,32.814435,0.0,0.0,0,0,72.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,12.0,1.0,0.0,1,70.7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,29.343629,0.0,0.0,18.656629,1,0,0,0.0,0.0,5.0,0.0,0.0,11.373801,493.0,0.0,1,0.0,0.0,1,0
12247,322.0,0.0,78.125,,0.0,0.0,0,1.0,33.0,0,0,1.0,232.0,0,0,0,0.0,11.0,0,23.148148,1.218055,0.8859999999999999,28.0,0,0,300,1,8.0,0.0,3.0,0,0.0,0,2.0,0,0.0,0,3.0,1.0,7.0,1.0,0.0,28.0,35,0,6.17284,0.0,1.0,0.0,19.0,0,1.0,0.0,0,1,1,1.0,0,1.0,4.0,0,1.0,0,0,0,0.0,1.0,2.0,0.0,2.0,1.0,1.793827,1.0,2.0,0,3.477618,12.504235,1.0,11,50,1,0,0.0,0.0,3.478261,248460.57,378.0,0,0,3.0,1.0,44.3,7,0,2.0,0.0,1.0,0.877193,5,15.841584,0.0,27.645772,68.306011,1.0,0.0,0,0,0.0,6.0,2.0,30.379747,49692.114,0,0,20.0,,1.0,65.0,73.913043,6.0,0,1,0,0,378.0,30.373505,1.0,0.0,0,0,322.0,6.0,0,0,0,2,0,0.0,4.0,0.0,2.0,0,3.0,5.0,0,0,12.0,2.0,1,0,1,0,3.0,0.0,20.0,27.0,0.0,1,,1,0.0,1.0,0.0,0,2.0,3.0,1.0,0.0,14.0,0.0,0.0,1.0,51.5,0.0,35.576923,7.592381,1,0,0,0.0,0.0,40.0,,1.0,29.775246,232.0,0.0,1,1.0,5.0,1,0
895,92.0,0.0,100.0,33.3,0.0,0.0,0,0.0,30.0,0,0,0.0,148.0,0,0,0,0.0,0.0,0,13.898305,2.628362,0.9402173913043478,17.0,0,0,557,1,12.0,0.0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,8.791209,16,0,0.0,0.0,0.0,0.0,11.0,0,0.0,0.0,1,0,0,0.0,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.962233,1.0,0.0,0,0.332197,9.194556,1.0,12,92,0,0,0.0,0.0,4.391892,60000.0,124.0,0,0,0.0,0.0,86.5,3,0,0.0,0.0,0.0,2.112676,3,8.421053,0.0,1.553455,100.0,0.0,0.0,0,0,0.0,0.0,0.0,19.642857,20000.0,0,0,5.0,1.0,0.0,0.0,100.0,0.0,1,0,0,0,124.0,29.665443,0.0,0.0,0,0,92.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,19.0,4.0,0.0,0,40.2,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,100.0,0.0,0.0,2.582993,1,0,0,0.0,0.0,20.0,0.0,0.0,29.615145,148.0,0.0,0,0.0,0.0,1,0
6472,60.0,0.0,99.322034,35.7,0.0,0.0,0,0.0,10.0,0,0,1.0,60.0,0,0,1,0.0,3.0,0,19.047619,2.780093,0.66,7.0,0,0,489,1,7.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,1.0,5.439331,0,0,2.777778,0.0,0.0,0.0,2.0,0,0.0,1.0,0,0,1,0.0,0,0.0,1.0,0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.819721,1.0,1.0,0,0.0,11.264705,1.0,1,120,0,0,0.0,1.0,5.714286,0.0,40.0,0,0,0.0,0.0,79.2,0,0,0.0,0.0,0.0,0.757576,0,33.596838,1.0,23.003766,95.145631,0.0,0.0,1,0,0.0,1.0,0.0,13.368984,0.0,0,0,0.0,0.0,0.0,14.0,100.0,0.0,1,0,0,0,40.0,24.718839,0.0,0.0,0,0,60.0,0.0,1,0,0,0,0,0.0,2.0,0.0,0.0,0,0.0,2.0,0,0,7.0,1.0,0,0,0,0,0.0,1.0,8.0,1.0,0.0,0,53.4,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,66.824645,0.0,0.75188,12.954092,1,1,0,0.0,0.0,7.0,0.0,0.0,23.15962,60.0,1.0,1,0.0,1.0,1,0
9038,92.0,0.0,96.127563,81.3,0.0,0.0,0,1.0,3.0,0,0,0.0,28.0,1,1,0,0.0,5.0,0,1.6,,0.8769230769230769,12.0,0,0,404,1,8.0,0.0,2.0,0,0.0,1,0.0,0,2.0,1,3.0,1.0,2.0,0.0,1.0,3.108808,24,0,2.590674,0.0,0.0,0.0,3.0,0,0.0,0.0,0,0,1,0.0,0,0.0,1.0,0,0.0,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,,1.0,1.0,0,0.0,3.16687,1.0,0,130,0,0,0.0,0.0,0.7109,22205.0,172.0,0,0,1.0,0.0,114.0,1,0,1.0,0.0,0.0,0.238663,1,28.717949,1.0,27.287729,54.098361,0.0,0.0,0,0,0.0,1.0,2.0,8.424908,22205.0,0,0,4.0,0.0,2.0,27.0,93.601896,0.0,0,0,0,0,172.0,32.998394,2.0,0.0,0,0,92.0,0.0,0,0,0,0,0,1.0,4.0,0.0,0.0,0,1.0,0.0,0,0,8.0,0.0,1,0,1,0,0.0,0.0,0.0,15.0,0.0,1,57.5,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,65.656566,0.0,27.299703,9.775004,1,0,0,0.0,0.0,27.0,1.0,0.0,15.477645,28.0,0.0,0,0.0,4.0,1,0
11784,508.0,0.0,88.095238,91.7,0.0,0.0,0,2.0,27.0,0,0,1.0,152.0,0,1,1,0.0,19.0,0,14.130435,2.446599,0.884375,48.0,0,0,425,1,28.0,1.0,2.0,0,2.0,0,3.0,0,0.0,0,0.0,0.0,3.0,2.0,1.0,1.675978,9,0,4.705882,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,2.0,0,1.0,0,0,1,3.0,1.0,2.0,1.0,0.0,0.0,2.899505,1.0,2.0,0,3.631008,11.778662,1.0,14,64,1,0,0.0,0.0,2.094241,239469.19,240.0,0,0,2.0,0.0,56.6,8,0,0.0,0.0,3.0,1.075269,7,6.417112,1.0,24.339707,47.674419,0.0,0.0,0,0,3.0,3.0,3.0,7.092199,34209.88428571429,0,0,21.0,0.0,0.0,50.0,96.335079,0.0,0,0,0,0,240.0,32.186647,0.0,3.0,0,0,508.0,3.0,1,0,0,1,0,0.0,3.0,1.0,1.0,1,6.0,0.0,0,0,34.0,0.0,1,0,0,0,3.0,3.0,27.0,3.0,0.0,1,74.3,0,0.0,0.0,0.0,0,3.0,2.0,1.0,0.0,34.0,1.0,0.0,1.0,54.166667,2.0,1.764706,28.337066,1,0,0,1.0,1.0,35.0,,2.0,11.282164,152.0,0.0,0,0.0,3.0,1,0
4786,152.0,0.0,84.88746,100.0,3.0,0.0,0,0.0,20.0,0,0,2.0,112.0,0,1,0,0.0,7.0,0,14.876033,2.405738,0.475,18.0,0,0,301,1,16.0,0.0,4.0,0,0.0,0,1.0,0,1.0,0,3.0,0.0,5.0,0.0,1.0,1.162791,28,0,1.123596,0.0,0.0,359.0,5.0,0,0.0,1.0,0,1,1,5.0,0,1.0,0.0,0,1.0,0,0,0,2.0,0.0,1.0,1.0,1.0,0.0,2.274112,2.0,0.0,0,2.076308,16.991216,1.0,4,176,1,0,0.0,0.0,1.365188,411892.0,718.0,0,0,2.0,0.0,83.6,4,1,3.0,0.0,0.0,0.701754,2,14.285714,3.0,15.82208,61.682243,0.0,0.0,0,0,0.0,2.0,3.0,19.473684,205946.0,0,0,13.0,0.0,0.0,33.0,74.744027,1.0,1,0,0,0,1077.0,13.338084,3.0,1.0,0,0,152.0,2.0,1,0,0,2,0,2.0,4.0,1.0,0.0,0,1.0,3.0,0,0,31.0,0.0,1,0,0,0,1.0,1.0,15.0,27.0,0.0,1,70.5,0,2.0,1.0,0.0,0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,45.985401,1.0,0.0,15.609863,1,0,0,0.0,0.0,41.0,2.0,0.0,34.896272,112.0,0.0,0,0.0,1.0,1,0
11258,213.0,0.0,99.440299,66.7,1.0,0.0,0,1.0,7.0,0,0,1.0,52.0,0,1,0,0.0,1.0,0,17.19457,1.456538,0.7597701149425287,15.0,0,0,409,1,5.0,0.0,1.0,0,0.0,1,0.0,0,0.0,0,0.0,1.0,2.0,0.0,1.0,7.126437,9,0,0.543478,0.0,0.0,0.0,7.0,0,0.0,0.0,1,0,1,2.0,0,0.0,0.0,0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.289347,1.0,0.0,0,0.903446,6.444821,1.0,2,174,0,1,0.0,0.0,7.171315,40905.22,64.0,0,0,2.0,0.0,132.2,3,0,0.0,0.0,2.0,0.8,3,36.155606,0.0,27.223674,93.766938,0.0,0.0,0,1,0.0,3.0,2.0,13.538462,13635.073333333334,0,0,11.0,1.0,1.0,15.0,99.003984,0.0,0,0,0,0,64.0,27.759444,1.0,0.0,0,0,213.0,0.0,0,0,0,0,0,0.0,4.0,1.0,0.0,0,0.0,0.0,0,0,16.0,0.0,1,0,1,0,0.0,0.0,4.0,6.0,0.0,0,51.5,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,86.926606,0.0,4.43038,11.499363,1,0,0,0.0,0.0,11.0,,0.0,11.614882,52.0,0.0,0,0.0,0.0,1,0
10137,36.0,0.0,100.0,70.6,0.0,0.0,0,0.0,6.0,0,0,0.0,40.0,0,0,0,0.0,1.0,0,4.910714,1.066999,0.8402439024390245,8.0,0,0,500,1,3.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,10.328638,14,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,2.0,0,0.0,0.0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.034617,1.0,2.0,0,3.2963,5.865016,1.0,0,82,0,1,0.0,0.0,1.724138,63239.8,100.0,0,0,2.0,2.0,68.9,2,0,0.0,0.0,0.0,0.4329,2,9.345794,1.0,29.13812,95.355191,0.0,0.0,0,1,0.0,1.0,0.0,25.465839,31619.9,0,0,5.0,,1.0,23.0,85.775862,0.0,0,0,0,0,100.0,29.695814,1.0,0.0,0,0,36.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3.0,2.0,0,0,1.0,0.0,0,0,1,0,0.0,0.0,6.0,2.0,0.0,0,69.3,0,0.0,0.0,0.0,0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,1.0,94.78022,0.0,6.896552,17.332276,1,0,0,0.0,1.0,14.0,0.0,0.0,31.628431,40.0,0.0,1,0.0,3.0,1,0
